X,Y,class
2.115097840005998,-0.04624396793368,1.0
0.8824897202429527,-0.0757560551519282,0.0
-0.055144103954933,-0.0373324592221145,1.0
0.8295450281029344,-0.5393214930366995,1.0
2.112857076342866,0.6620835334836002,1.0
0.5696926997602635,0.3374413575291368,0.0
0.9521745361967549,-0.7530747091382108,1.0
-0.0292211457366731,0.3928733563262766,1.0
1.7157955733793964,0.3606945394211044,1.0
-0.2788301416383404,0.6142053862138132,1.0
2.00344508668566,-0.3091496039347519,1.0
1.5000961594814135,-0.7463637596324144,1.0
1.2254083492697043,1.1979301686740846,0.0
0.4673081934172612,0.5470319224500304,0.0
-0.3665322231763949,1.1197163341846728,0.0
0.3012445942883551,1.2331569713300374,0.0
0.3043074627037069,0.8237393538028818,0.0
-0.2371249156395008,0.7787603354698339,0.0
1.1633983178077336,0.5529023837343672,0.0
-0.5970241655451736,0.6572360991187756,0.0
0.4635673501248081,-0.195154298389205,1.0
0.6845111142379667,0.7528768522591495,0.0
0.7051569889057123,-0.4589244400760628,1.0
-0.6580500787381698,-0.1294421121982363,0.0
-0.746629463206858,-0.3829632037287942,0.0
0.6058522563968107,0.3125284196699863,0.0
2.181371683049025,-0.0229174692768947,1.0
1.919806334070562,0.1724732889634024,1.0
1.4834364020743789,-0.1051702314984633,1.0
0.47404722604782,-0.1457506719636281,1.0
1.0561460467688328,-1.0357020680498332,1.0
1.8650073229622328,-0.0110787373471925,1.0
0.4194721021516976,-0.3247810115072367,1.0
0.0687325777712761,0.5664846702876993,1.0
-0.1733243247632655,1.0021513076857296,0.0
0.1241242064812876,1.0006289185760988,0.0
0.181211422788184,0.2471774309096053,1.0
-0.2545155930677908,0.1931727159301121,1.0
1.025806681391205,-0.6257456623273743,1.0
1.5200214310317168,-0.0451558127537308,0.0
0.6417403675063451,-0.3936946837063957,1.0
-0.8761558871630455,0.0465662025134651,0.0
-1.069649973668144,0.1366602473161631,0.0
1.0265876544828725,0.3778245769022746,0.0
0.931313254314998,1.385178411971549,0.0
0.6768054363547378,1.5718993127141032,0.0
-0.3688573309732531,0.7288660141702618,0.0
-1.0246549549067154,0.1619021463664266,0.0
0.7745538478844521,0.1537580320941234,0.0
1.4045116008147969,-0.0070570051383144,1.0
-0.3814717421672545,-0.2348874665349006,1.0
0.7215522446289363,0.447216575087707,0.0
-0.5134668595395712,0.6786909545326081,0.0
0.3211854615031241,0.2866866685419984,0.0
0.1953628037527059,0.1608510651493314,1.0
0.5282419616404991,0.983009931544712,0.0
-0.221653896894356,0.2516013870512852,0.0
0.2233467635561762,1.3221718264805824,0.0
-0.1070457181226829,0.5617832625636305,1.0
0.6365168516040097,0.754448252343897,0.0
-0.3722784784934399,0.9929131660820308,0.0
0.207180832659817,-0.097671427398919,1.0
0.1273314190904385,-0.3796548967118949,1.0
0.7143523082580422,-0.7999416121460019,1.0
1.0948781363470548,-0.3684184482190744,1.0
-0.1481436228328241,0.9615865686187116,0.0
1.5861879985779967,-0.6298451656162283,1.0
0.7444455063252204,0.5766137068632283,0.0
2.180110277730073,-0.699777507780252,1.0
0.2457559354815964,0.8496383011786973,0.0
-0.9500358136002064,0.9036169893360138,0.0
-0.8823075833032376,0.0724904419664824,0.0
2.0229707875067526,0.123251482324495,1.0
2.1457732101750757,0.462963617314429,1.0
0.3553646839272794,-0.6784798863681881,1.0
0.346650258847415,1.115706761193445,0.0
1.739237300610892,0.4590035242014501,1.0
0.6385646696350307,-0.4471844341651154,1.0
1.2876687011345485,-0.4910366009324705,1.0
-0.1377260693484619,1.2453261987125588,0.0
-0.5617530312161083,1.054860510060878,0.0
1.2900374790980524,-0.206914047504865,1.0
-0.8753936535485005,0.5054342299267167,0.0
-0.9285824919481817,-0.4563199052393644,0.0
0.024936320786465,0.1074795833868682,1.0
0.1972558991834818,-0.0680166798199707,1.0
0.7334605649545699,0.2816192880885116,0.0
1.6829443382714295,-0.2020423031727686,1.0
0.5076412403964465,-0.1173197933475253,1.0
1.6676021747551528,-0.4248566522717369,1.0
-0.8217228210436641,0.6314106629162008,0.0
0.3017090266430521,0.7860353394551198,0.0
1.376715047058109,-0.8091510741803735,1.0
1.17037550831432,0.5984065269053864,0.0
1.6994530943264532,0.5877196698165861,1.0
0.2186232335250059,-0.6525211867631453,1.0
0.9529142847496186,-0.4197656395767486,1.0
-1.318500344394381,0.4231123496153353,0.0
-1.29681764444252,0.1841470902307968,0.0
